black,blue,brown,green,grey,orange,pink,purple,red,turquoise,white,yellow,red_blue_ratio,red_blue_dominance,red_green_ratio,red_green_dominance,red_yellow_ratio,red_yellow_dominance,red_purple_ratio,red_purple_dominance,blue_yellow_ratio,blue_yellow_dominance,blue_orange_ratio,blue_orange_dominance,blue_green_ratio,blue_green_dominance,blue_purple_ratio,blue_purple_dominance,yellow_purple_ratio,yellow_purple_dominance,yellow_green_ratio,yellow_green_dominance,yellow_orange_ratio,yellow_orange_dominance,green_purple_ratio,green_purple_dominance,green_orange_ratio,green_orange_dominance,purple_orange_ratio,purple_orange_dominance,black_white_ratio,black_white_dominance,black_grey_ratio,black_grey_dominance,black_brown_ratio,black_brown_dominance,white_grey_ratio,white_grey_dominance,white_brown_ratio,white_brown_dominance,grey_brown_ratio,grey_brown_dominance,red_orange_ratio,red_orange_dominance,orange_yellow_ratio,orange_yellow_dominance,blue_turquoise_ratio,blue_turquoise_dominance,green_turquoise_ratio,green_turquoise_dominance,purple_pink_ratio,purple_pink_dominance,red_pink_ratio,red_pink_dominance,red_green_complementary,blue_orange_complementary,yellow_purple_complementary,analogous_group_1,analogous_group_2,analogous_group_3,analogous_group_4,analogous_group_5,warm_colors_total,cool_colors_total,neutral_colors_total,warm_cool_balance,warm_cool_ratio,num_dominant_colors,palette_variance,primary_dominance,color_diversity,dominant_is_warm,dominant_is_cool,dominant_is_neutral,color_balance,emotion_group,url,anger,anticipation,arrogance,disagreeableness,disgust,fear,gratitude,happiness,humility,love,optimism,pessimism,sadness,surprise,trust,dominant_emotion
0.21,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395480226,0.0,0.308370044,0.0,0.995260664,1.0,0.404551201,0.0,0.996884735,1.0,0.997876858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.16069923,0.47,0.658812676,0.0,0.0,1.0,0.839461309,negative,https://uploads4.wikiart.org/images/ivan-kramskoy/christ-in-the-wilderness-1872.jpg,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.7,0.1,0.2,sadness
0.31,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736342043,1.0,0.347923681,0.0,0.996784566,1.0,0.15918958,0.0,0.990990991,1.0,0.99827883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.181224789,0.58,0.688081258,0.0,0.0,1.0,0.818956254,positive,https://uploads0.wikiart.org/images/james-tissot/bad-news.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.3,0.1,0.4,0.3,0.1,0.3,0.0,0.1,love
0.19,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994764398,1.0,0.18981019,0.0,0.994764398,1.0,0.0,0.0,0.0,0.0,0.998766954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.235269027,0.81,0.709902556,0.0,0.0,1.0,0.764966007,neutral,https://uploads2.wikiart.org/images/constantin-stahi/still-life-1872.jpg,0.0,0.273,0.0,0.091,0.091,0.091,0.0,0.182,0.091,0.0,0.091,0.091,0.182,0.182,0.0,anticipation
0.1,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383141762,0.0,0.118906064,0.0,0.99009901,1.0,0.177580466,0.0,0.99378882,1.0,0.998650472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.213172288,0.74,0.7123181,0.0,0.0,1.0,0.787040672,positive,https://uploads2.wikiart.org/images/vasily-vereshchagin/triumph-1872.jpg,0.0,0.3,0.1,0.0,0.0,0.1,0.2,0.4,0.4,0.0,0.2,0.0,0.0,0.1,0.5,trust
0.207920792,0.0,0.0,0.0,0.603960396,0.0,0.0,0.0,0.0,0.0,0.188118812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523677714,1.0,0.255782512,0.0,0.995213497,1.0,0.237200534,0.0,0.994712319,1.0,0.998346999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.180920517,0.603960396,0.700938246,0.0,0.0,1.0,0.819260222,positive,https://uploads0.wikiart.org/images/ernest-meissonier/the-card-players-1872.jpg,0.0,0.286,0.078,0.039,0.0,0.0,0.169,0.429,0.143,0.013,0.195,0.039,0.013,0.039,0.325,happiness
0.18,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320855615,0.0,0.289855072,0.0,0.994475138,1.0,0.462850183,0.0,0.997375328,1.0,0.997732426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.161545565,0.44,0.633683525,0.0,0.0,1.0,0.838615819,positive,https://uploads8.wikiart.org/images/albert-anker/der-schulspaziergang-1872.jpg,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.9,0.4,0.4,0.1,0.0,0.0,0.0,0.2,happiness
0.080808081,0.0,0.363636364,0.0,0.555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987776269,1.0,0.126784894,0.0,0.181410009,0.0,0.0,0.0,0.0,0.0,0.60373879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.181926557,0.555555556,0.673120581,0.0,0.0,1.0,0.818255188,positive,https://uploads6.wikiart.org/00141/images/louise-abbema/louise-abb-ma-a-game-of-croquet.jpg,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.4,0.0,0.0,0.1,0.3,happiness
0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07992008,0.0,0.987654321,1.0,0.998914224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.264483487,0.92,0.71283009,0.0,0.0,1.0,0.735780732,positive,https://uploads3.wikiart.org/00132/images/henry-moore-ra/after-rain.jpg,0.0,0.091,0.091,0.0,0.0,0.091,0.091,0.636,0.182,0.0,0.091,0.0,0.091,0.091,0.091,happiness
0.1,0.0,0.0,0.0,0.72,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99009901,1.0,0.12180268,0.0,0.99009901,1.0,0.0,0.0,0.0,0.0,0.998613037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.82,0.18,180.0,3.0,0.208341212,0.72,0.711038541,0.0,0.0,1.0,0.791866921,negative,https://uploads3.wikiart.org/images/aleksey-savrasov/spring-the-rooks-have-arrived-1872.jpg,0.0,0.154,0.0,0.0,0.0,0.077,0.0,0.154,0.231,0.0,0.0,0.154,0.615,0.077,0.077,sadness
0.71,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99859353,1.0,0.709290709,1.0,0.99859353,1.0,0.0,0.0,0.0,0.0,0.996563574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.214235781,0.71,0.698683853,0.0,0.0,1.0,0.785978241,positive,https://uploads2.wikiart.org/images/vasily-perov/portrait-of-the-author-feodor-dostoyevsky-1872.jpg,0.013,0.141,0.026,0.026,0.013,0.038,0.026,0.115,0.192,0.038,0.038,0.051,0.346,0.026,0.41,trust
0.19,0.0,0.54,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994764398,1.0,0.412147505,0.0,0.259917921,0.0,0.0,0.0,0.0,0.0,0.332922318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.169830575,0.54,0.686080268,0.0,0.0,1.0,0.830339086,positive,https://uploads2.wikiart.org/images/edgar-degas/dance-class-at-the-opera-1872.jpg,0.0,0.1,0.0,0.0,0.0,0.0,0.1,1.0,0.2,0.1,0.2,0.0,0.0,0.1,0.3,happiness
0.34,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692464358,1.0,0.399529965,0.0,0.997067449,1.0,0.226928896,0.0,0.993377483,1.0,0.998043053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.169187004,0.51,0.668909972,0.0,0.0,1.0,0.830982014,neutral,https://uploads1.wikiart.org/images/constantin-stahi/portrait-of-a-girl-1873.jpg,0.014,0.071,0.0,0.014,0.043,0.043,0.043,0.286,0.4,0.214,0.129,0.029,0.143,0.014,0.329,humility
0.06,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093603744,0.0,0.142517815,0.0,0.983606557,1.0,0.616365569,1.0,0.99827883,1.0,0.997229917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.187390372,0.58,0.677469239,0.0,0.0,1.0,0.812796831,negative,https://uploads2.wikiart.org/images/vasily-vereshchagin/mortally-wounded-1873.jpg,0.2,0.0,0.0,0.1,0.1,0.7,0.1,0.1,0.0,0.0,0.1,0.3,0.2,0.0,0.2,fear
0.2,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322061192,0.0,0.344234079,0.0,0.995024876,1.0,0.524344569,1.0,0.997624703,1.0,0.997375328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.158821417,0.42,0.622751979,0.0,0.0,1.0,0.841337246,positive,https://uploads3.wikiart.org/images/johan-hendrik-weissenbruch/landscape-with-windmill-near-schiedam-1873.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.1,happiness
0.66,0.0,0.22,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928270042,1.0,0.902872777,1.0,0.749148695,1.0,0.41322314,0.0,0.184501845,0.0,0.240549828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.192605736,0.66,0.70861462,0.0,0.0,1.0,0.807586677,negative,https://uploads5.wikiart.org/images/mihaly-munkacsy/churning-woman-1873.jpg,0.063,0.083,0.042,0.063,0.042,0.104,0.083,0.083,0.292,0.125,0.104,0.125,0.438,0.042,0.229,sadness
0.97,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998970134,1.0,0.998970134,1.0,0.969030969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.279360742,0.97,0.712295837,0.0,0.0,1.0,0.72091834,positive,https://uploads3.wikiart.org/images/ivan-kramskoy/portrait-of-leo-tolstoy-1873.jpg,0.0,0.154,0.077,0.231,0.0,0.077,0.154,0.154,0.077,0.0,0.154,0.0,0.154,0.154,0.385,trust
0.13,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718232044,1.0,0.136698212,0.0,0.992366412,1.0,0.057405281,0.0,0.980392157,1.0,0.998781973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.235191734,0.82,0.713530166,0.0,0.0,1.0,0.765043223,positive,https://uploads4.wikiart.org/images/winslow-homer/the-bathers.jpg,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.6,0.2,0.4,0.2,0.0,0.1,0.2,0.1,happiness
0.13,0.0,0.14,0.0,0.39,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992366412,1.0,0.249520154,0.0,0.479704797,0.0,0.0,0.0,0.0,0.0,0.734463277,1.0,0.0,0.0,0.997067449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.0,0.0,0.0,0.34,0.34,0.0,0.66,0.34,340.0,4.0,0.14169964,0.39,0.63759683,0.0,0.0,1.0,0.858441918,positive,https://uploads1.wikiart.org/images/armand-guillaumin/sunset-at-ivry-soleil-couchant-ivry-1873.jpg,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.6,0.1,0.1,0.3,0.0,0.2,0.2,0.1,happiness
0.414141414,0.0,0.0,0.0,0.535353535,0.0,0.050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997591182,1.0,0.435711325,0.0,0.997591182,1.0,0.0,0.0,0.0,0.0,0.998135558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050505051,0.0,0.050505051,0.0,0.949494949,0.050505051,50.50505051,3.0,0.185210923,0.535353535,0.654684997,0.0,0.0,1.0,0.814974103,negative,https://uploads1.wikiart.org/images/giovanni-boldini/the-model-and-the-mannequin-1873.jpg,0.1,0.1,0.0,0.0,0.0,0.3,0.1,0.2,0.0,0.2,0.1,0.1,0.4,0.0,0.1,sadness
0.0,0.0,0.247524752,0.0,0.504950495,0.0,0.0,0.0,0.0,0.0,0.247524752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328510795,0.0,0.498992036,0.0,0.670162022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.163534449,0.504950495,0.676777767,0.0,0.0,1.0,0.836628922,positive,https://uploads7.wikiart.org/images/claude-monet/autumn-on-the-seine-at-argenteuil.jpg,0.0,0.071,0.0,0.071,0.071,0.0,0.143,0.357,0.143,0.071,0.143,0.071,0.0,0.071,0.143,happiness
0.272727273,0.0,0.414141414,0.0,0.262626263,0.0,0.0,0.0,0.0,0.0,0.050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841147699,1.0,0.508484152,1.0,0.396481593,0.0,0.160776874,0.0,0.108462223,0.0,0.387487146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.145877675,0.414141414,0.64860727,0.0,0.0,1.0,0.854268057,positive,https://uploads0.wikiart.org/images/edgar-degas/the-cotton-exchange-new-orleans-1873.jpg,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.4,0.1,0.0,0.2,0.1,0.0,0.1,0.6,trust
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999000999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.288675135,1.0,0.711613252,0.0,0.0,1.0,0.711613252,positive,https://uploads1.wikiart.org/images/claude-monet/impression-sunrise.jpg,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.636,0.273,0.091,0.182,0.091,0.0,0.0,0.182,happiness
0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991735537,1.0,0.11988012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.253245599,0.88,0.712547561,0.0,0.0,1.0,0.747007394,positive,https://uploads1.wikiart.org/images/nicolae-grigorescu/peasant-woman-from-muscel-1874.jpg,0.0,0.182,0.0,0.0,0.0,0.0,0.091,0.455,0.273,0.182,0.091,0.0,0.0,0.091,0.455,happiness
0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13986014,0.0,0.992907801,1.0,0.99883856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.247875824,0.86,0.712107057,0.0,0.0,1.0,0.752371804,positive,https://uploads0.wikiart.org/images/alfred-sisley/the-regattas-moseley-1874.jpg,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.4,0.0,0.0,0.1,0.3,happiness
0.23,0.0,0.0,0.0,0.58,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995670996,1.0,0.283600493,0.0,0.995670996,1.0,0.0,0.0,0.0,0.0,0.99827883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.81,0.19,190.0,3.0,0.176343329,0.58,0.696483083,0.0,0.0,1.0,0.823832838,positive,https://uploads4.wikiart.org/images/alfred-sisley/under-the-bridge-at-hampton-court-1874.jpg,0.0,0.077,0.077,0.077,0.0,0.077,0.077,0.615,0.154,0.077,0.308,0.0,0.0,0.0,0.154,happiness
0.12,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991735537,1.0,0.11988012,0.0,0.991735537,1.0,0.0,0.0,0.0,0.0,0.998864926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.253245599,0.88,0.712547561,0.0,0.0,1.0,0.747007394,positive,https://uploads8.wikiart.org/images/alfred-sisley/molesey-weir-at-hampton-court-morning-1874.jpg,0.0,0.083,0.0,0.0,0.0,0.0,0.083,0.5,0.25,0.0,0.167,0.0,0.0,0.083,0.083,happiness
0.1,0.0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99009901,1.0,0.124843945,0.0,0.99009901,1.0,0.0,0.0,0.0,0.0,0.998573466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.2,200.0,3.0,0.203752672,0.7,0.709339982,0.0,0.0,1.0,0.796450877,positive,https://uploads5.wikiart.org/images/ioannis-altamouras/1874(1).jpg,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.5,0.4,0.0,0.2,0.0,0.0,0.1,0.1,happiness
0.191919192,0.0,0.474747475,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994816483,1.0,0.364690301,0.0,0.287447616,0.0,0.0,0.0,0.0,0.0,0.411990162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.162367686,0.474747475,0.658710357,0.0,0.0,1.0,0.83779452,neutral,https://uploads2.wikiart.org/images/francisco-oller/the-student-1874.jpg,0.0,0.0,0.0,0.091,0.0,0.0,0.091,0.364,0.455,0.182,0.0,0.0,0.0,0.0,0.273,humility
